Category1,Category2,Category3,Category4,Category5,category_id,Item,Licensing,Website,Platform,Description
Big Data,Hadoop,Ingestion,Streaming,,110,Apache Flume,Open Source,http://flume.apache.org/,Java,"Flume is a distributed, reliable, and available service for efficiently collecting, aggregating, and moving large amounts of log data. It has a simple and flexible architecture based on streaming data flows. It is robust and fault tolerant with tunable reliability mechanisms and many failover and recovery mechanisms. It uses a simple extensible data model that allows for online analytic application."
Big Data,Hadoop,Ingestion,Streaming,,110,Apache Storm,Open Source,https://storm.apache.org/,Java,"Apache Storm is a free and open source distributed realtime computation system. Storm makes it easy to reliably process unbounded streams of data, doing for realtime processing what Hadoop did for batch processing. Storm is simple, can be used with any programming language, and is a lot of fun to use. Storm has many use cases: realtime analytics, online machine learning, continuous computation, distributed RPC, ETL, and more. Storm is fast: a benchmark clocked it at over a million tuples processed per second per node. It is scalable, fault-tolerant, guarantees your data will be processed, and is easy to set up and operate."
Big Data,Hadoop,Ingestion,Streaming,,110,Spark Streaming,Open Source,https://spark.apache.org/streaming/,Java,"Spark Streaming brings Spark's language-integrated API to stream processing, letting you write streaming jobs the same way you write batch jobs. It supports Java, Scala and Python"
Big Data,Hadoop,Ingestion,Streaming,,110,RHadoop,Open Source,https://github.com/RevolutionAnalytics/RHadoop/wiki,,"R is a suite of software and programming language for the purpose of data visualization, statistical computations and analysis of data. It has strong graphical capabilities, and is highly extensible with object-oriented features. At its heart, R comes with a command line interpreter and is an interpreted language available for Mac, Windows and Linux machines."
Big Data,Hadoop,Ingestion,Non Streaming,,120,Apache Sqoop,Open Source,http://sqoop.apache.org/,Java,Apache Sqoop(TM) is a tool designed for efficiently transferring bulk data between Apache Hadoop and structured datastores such as relational databases
Big Data,Hadoop,Ingestion,Non Streaming,,120,NFS,Open Source,http://en.wikipedia.org/wiki/Network_File_System,Java,"Network File System (NFS) is a distributed file system protocol originally developed by Sun Microsystems in 1984,[1] allowing a user on a client computer to access files over a network much like local storage is accessed. NFS, like many other protocols, builds on the Open Network Computing Remote Procedure Call (ONC RPC) system"
Big Data,Hadoop,Ingestion,Non Streaming,,120|1450,Kafka,Open Source,http://kafka.apache.org/,Java,Apache Kafka is publish-subscribe messaging rethought as a distributed commit log
Big Data,Hadoop,Ingestion,Non Streaming,,120,Zaloni Bedrock,Commercial,http://www.zaloni.com/bedrock,,Bedrock is the industry leading data management platform that enables customers to quickly and easily realize true Hadoop based Enterprise Data Lakes Significant reduction in time spent and costs associated with data management and data preparation
Big Data,Hadoop,Ingestion,Non Streaming,,120,Apache Falcon,Open Source,http://hortonworks.com/hadoop/falcon/,,"Apache™ Falcon is a framework for simplifying and orchestrating data management and pipeline processing in Apache Hadoop®. It enables automation of data movement and processing for ingest, pipelines, replication and compliance use cases. Falcon also leverages its integration with YARN—the architectural center of Hadoop—to centrally manage the cluster’s data governance, maximize data pipeline reuse and enforce consistent data lifecycles."
Big Data,Hadoop,Processing,,,130,MapReduce,Open Source,http://hadoop.apache.org/,Java,"MapReduce is a programming model for processing and generating large data sets with a parallel, distributed algorithm on a cluster"
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Apache Hive,Open Source,https://hive.apache.org/,Java,The Apache Hive ? data warehouse software facilitates querying and managing large datasets residing in distributed storage. Hive provides a mechanism to project structure onto this data and query the data using a SQL-like language called HiveQL
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Apache Pig,Open Source,https://pig.apache.org/,Java,Pig is a high-level platform for creating MapReduce programs used with Hadoop. The language for this platform is called Pig Latin
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Apache Drill,Open Source,http://drill.apache.org/,Java,"Apache Drill is an open source, low latency SQL query engine for Hadoop and NoSQL."
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Cascading,"Open Source, Commercial",http://www.cascading.org/,Java,"Cascading is a software abstraction layer for Apache Hadoop. Cascading is used to create and execute complex data processing workflows on a Hadoop cluster using any JVM-based language (Java, JRuby, Clojure, etc.), hiding the underlying complexity of MapReduce jobs. It is open source and available under the Apache License. Commercial support is available from Concurrent, Inc"
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Cascalog,Open Source,http://cascalog.org/,Java,"The main use cases for Cascalog are processing ""Big Data"" on top of Hadoop or doing analysis on your local computer. Cascalog is a replacement for tools like Pig, Hive, and Cascading which operates at a significantly higher level of abstraction than those tools."
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Karmasphere,Commercial,http://doc.mapr.com/display/MapR/Karmasphere,,"Karmasphere provides software products for data analysts and data professionals so they can unlock the power of Big Data in Hadoop, opening a whole new world of possibilities to add value to the business. Karmasphere equips analysts with the ability to discover new patterns, relationships, and drivers in any kind of data – unstructured, semi-structured or structured - that were not possible to find before"
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Apache Hue,Open Source,http://gethue.com/,,Hue is an open-source Web interface that supports Apache Hadoop and its ecosystem. Hue aggregates the most common Apache Hadoop components into a single interface and targets the user experience. Its main goal is to have the users just use Hadoop without worrying about the underlying complexity or using a command line
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Rhadoop,Open Source,https://github.com/RevolutionAnalytics/RHadoop/wiki,,"R is a suite of software and programming language for the purpose of data visualization, statistical computations and analysis of data. It has strong graphical capabilities, and is highly extensible with object-oriented features. At its heart, R comes with a command line interpreter and is an interpreted language available for Mac, Windows and Linux machines."
Big Data,Hadoop,Processing,MapReduce,Analytics,140,SQRRL,Commercial,http://sqrrl.com/product/sqrrl-enterprise/,,"Sqrrl is the Big Data Analytics company that lets organizations pinpoint and react to unusual activity by uncovering hidden connections in their data. Sqrrl’s linked data analysis platform gives analysts a way to visually investigate these connections, allowing them to rapidly understand their surrounding contexts and take action - See more at: http://sqrrl.com/product/sqrrl-enterprise/#sthash.GD9h0pLq.dpuf"
Big Data,Hadoop,Processing,MapReduce,Analytics,140,Presto,Open Source,https://prestodb.io/,,Presto is an open source distributed SQL query engine for running interactive analytic queries against data sources of all sizes ranging from gigabytes to petabytes.
Big Data,Hadoop,Processing,MapReduce,Testing,141,MRUnit,Open Source,https://mrunit.apache.org/,Java,Apache MRUnit ™ is a Java library that helps developers unit test Apache Hadoop map reduce jobs
Big Data,Hadoop,Processing,,,130,Spark,Open Source,https://spark.apache.org/,Java,"Apache Spark is an open-source cluster computing framework originally developed in the AMPLab at UC Berkeley. In contrast to Hadoop's two-stage disk-based MapReduce paradigm, Spark's in-memory primitives provide performance up to 100 times faster for certain applications.[1] By allowing user programs to load data into a cluster's memory and query it repeatedly, Spark is well suited to machine learning algorithms"
Big Data,Hadoop,Processing,Spark,Analytics,160,Scalding,Open Source,http://www.cascading.org/projects/scalding/,Java,"Scalding is an extension to Cascading that enables application development with Scala, a powerful language for solving functional problems. A Scala API for Cascading, Scalding provides functionality from custom join algorithms to multiple APIs (Fields-based, Type-safe, Matrix) for developers to build robust data applications. Scalding is built and maintained by Twitter."
Big Data,Hadoop,Processing,Spark,Analytics,160,Apache Shark,Open Source,http://shark.cs.berkeley.edu/,Java,"Shark built on the Hive codebase. Shark uses the Hive query compiler to parse a HiveQL query and generate an abstract syntax tree, which is then turned into a logical plan with some basic optimizations. Then Shark applies additional optimizations and creates a physical plan of RDD operations, then executes them over Spark"
Big Data,Hadoop,Processing,Spark,Analytics,160,Apache Spark SQL,Open Source,https://spark.apache.org/sql/,Java,"Spark SQL lets you query structured data as a distributed dataset (RDD) in Spark, with integrated APIs in Python, Scala and Java. This tight integration makes it easy to run SQL queries alongside complex analytic algorithms."
Big Data,Hadoop,Processing,Spark,Graphs,161,GraphX,Open Source,https://spark.apache.org/graphx/,Java,"GraphX unifies ETL, exploratory analysis, and iterative graph computation within a single system. You can view the same data as both graphs and collections, transform and join graphs with RDDs efficiently, and write custom iterative graph algorithms using the Pregel API."
Big Data,Hadoop,Processing,Spark,Graphs,161,Spark Bagel,Open Source,https://github.com/mesos/spark/wiki/Bagel-Programming-Guide,Java,"Bagel is a Spark implementation of Google's Pregel graph processing framework. Bagel currently supports basic graph computation, combiners, and aggregators"
Big Data,Hadoop,Processing,,,165,Apache Tez,Open Source,http://hortonworks.com/hadoop/tez/,Java,"Apache™ Tez is an extensible framework for building high performance batch and interactive data processing applications, coordinated by YARN in Apache Hadoop. Tez improves the MapReduce paradigm by dramatically improving its speed, while maintaining MapReduce’s ability to scale to petabytes of data. Important Hadoop ecosystem projects like Apache Hive and Apache Pig use Apache Tez, as do a growing number of third party data access applications developed for the broader Hadoop ecosystem"
Big Data,Hadoop,Scheduling,,,170|1300,Apache Oozie,Open Source,http://oozie.apache.org/,Java,Oozie is a workflow scheduler system to manage Apache Hadoop jobs.
Big Data,Hadoop,Scheduling,,,170,Apache Mesos,Open Source,http://mesos.apache.org/,Java,"Mesos is built using the same principles as the Linux kernel, only at a different level of abstraction. The Mesos kernel runs on every machine and provides applications (e.g., Hadoop, Spark, Kafka, Elastic Search) with API’s for resource management and scheduling across entire datacenter and cloud environments."
Big Data,Hadoop,Scheduling,,,170,Apache YARN,Open Source,http://hadoop.apache.org/docs/current/hadoop-yarn/hadoop-yarn-site/YARN.html,Java,"MapReduce has undergone a complete overhaul in hadoop-0.23 and we now have, what we call, MapReduce 2.0 (MRv2) or YARN. The fundamental idea of MRv2 is to split up the two major functionalities of the JobTracker, resource management and job scheduling/monitoring, into separate daemons. The idea is to have a global ResourceManager (RM) and per-application ApplicationMaster (AM). An application is either a single job in the classical sense of Map-Reduce jobs or a DAG of jobs"
Big Data,Hadoop,DataSources,NoSQL,Key Value data store,190|1351|1401,Riak,"Open Source, Commercial",http://basho.com/riak/,Java,"Riak is an open source, distributed database."
Big Data,Hadoop,DataSources,NoSQL,Key Value data store,190|1351,LevelDB,Open Source,https://github.com/google/leveldb,Java,"LevelDB is a light-weight, single-purpose library for persistence with bindings to many platforms. LevelDB is not a SQL database. Like other NoSQL and Dbm stores, it does not have a relational data model, it does not support SQL queries, and it has no support for indexes. Applications use LevelDB as a library, as it does not provide a server or command-line interface"
Big Data,Hadoop,DataSources,NoSQL,Document store,200|1352,Mark Logic,Commercial,http://www.marklogic.com/,Java,"MarkLogic Corporation (formerly Cerisent), or MarkLogic is an American software business that develops and provides an enterprise NoSQL database, MarkLogic.[1][2] MarkLogic is a document-oriented database platform that has a schema-agnostic data model for storing and managing XML, JSON, RDF, and Geospatial data. It uses a distributed, scale-out architecture, provides ACID transactions, and maintains government-certified security"
Big Data,Hadoop,DataSources,NoSQL,Document store,200|1352,AllegroGraph,Commercial,http://franz.com/agraph/allegrograph/,Java,"AllegroGraph was developed to meet W3C standards for the Resource Description Framework, so it is properly considered an RDF Database. It is a reference implementation for the SPARQL protocol.[8] SPARQL is a standard query language for linked data, serving the same purposes for RDF databases that SQL serves for relational databases."
Big Data,Hadoop,DataSources,NoSQL,Document store,200|1352,MongoDB,Open Source,https://www.mongodb.org/,Java,MongoDB's document data model makes it easy for you to store data of any structure and dynamically modify the schema
Big Data,Hadoop,DataSources,NoSQL,Document store,200|1352,Cluster Point,Commercial,https://www.clusterpoint.com/,,"Clusterpoint database is a document-oriented database server platform for storage and processing of XML and JSON data in a distributed fashion on large clusters of commodity hardware. Database architecture blends ACID-compliant OLTP transactions, full-text search and analytics in the same code, delivering high availability and security"
Big Data,Hadoop,DataSources,NoSQL,Document store,200|1352,Couchbase ,Commercial,http://www.couchbase.com/,,"Couchbase Server, originally known as Membase, is an open-source, distributed (shared-nothing architecture) NoSQL document-oriented database that is optimized for interactive applications. These applications must serve many concurrent users by creating, storing, retrieving, aggregating, manipulating and presenting data. In support of these kinds of application needs, Couchbase is designed to provide easy-to-scale key-value or document access with low latency and high sustained throughput. It is designed to be clustered from a single machine to very large-scale deployments spanning many machines"
Big Data,Hadoop,DataSources,NoSQL,Column Store,210|1353,Casandra,Open Source,http://cassandra.apache.org/,Java,"Apache Cassandra is an open source distributed database management system designed to handle large amounts of data across many commodity servers, providing high availability with no single point of failure. Cassandra offers robust support for clusters spanning multiple datacenters,[1] with asynchronous masterless replication allowing low latency operations for all clients"
Big Data,Hadoop,DataSources,NoSQL,Column Store,210|1353,Hbase,Open Source,http://hbase.apache.org/,Java,"Use Apache HBase when you need random, realtime read/write access to your Big Data"
Big Data,Hadoop,DataSources,NoSQL,Column Store,210|1353,Apache Accumulo,Open Source,https://accumulo.apache.org/,,"Apache Accumulo is based on Google's BigTable design and is built on top of Apache Hadoop, Zookeeper, and Thrift. Apache Accumulo features a few novel improvements on the BigTable design in the form of cell-based access control and a server-side programming mechanism that can modify key/value pairs at various points in the data management process"
Big Data,Hadoop,DataSources,NoSQL,Column Store,210|1353,HyperTable,Open Source,http://hypertable.org/,,"Hypertable is an open source database system inspired by publications on the design of Google's BigTable. The project is based on experience of engineers who were solving large-scale data-intensive tasks for many years.

Hypertable runs on top of a distributed file system such as the Apache HDFS, GlusterFS or the Kosmos File System (KFS). It is written almost entirely in C++ as the developers believe it has significant performance advantages over Java.[1]"
Big Data,Hadoop,DataSources,In Memory,,211,Tachyon,Open Source,http://tachyon-project.org/,Java,"Tachyon is a memory-centric distributed storage system enabling reliable data sharing at memory-speed across cluster frameworks, such as Spark and MapReduce. It achieves high performance by leveraging lineage information and using memory aggressively. Tachyon caches working set files in memory, thereby avoiding going to disk to load datasets that are frequently read. This enables different jobs/queries and frameworks to access cached files at memory speed"
Big Data,Hadoop,Machine Learning,,,220,Apache Mahout,Open Source,http://mahout.apache.org/,Java,"Apache Mahout is a project of the Apache Software Foundation to produce free implementations of distributed or otherwise scalable machine learning algorithms focused primarily in the areas of collaborative filtering, clustering and classification"
Big Data,Hadoop,Machine Learning,,,220,MLBase,Open Source,http://www.mlbase.org/,Java,"Implementing and consuming Machine Learning at scale are difficult tasks. MLbase is a platform addressing both issues, and consists of three components -- MLlib, MLI, ML Optimizer."
Big Data,Hadoop,Machine Learning,,,220,NLP,Open Source,http://en.wikipedia.org/wiki/Natural_language_processing,,"Natural language processing (NLP) is a field of computer science, artificial intelligence, and linguistics concerned with the interactions between computers and human (natural) languages. As such, NLP is related to the area of human–computer interaction. Many challenges in NLP involve natural language understanding, that is, enabling computers to derive meaning from human or natural language input, and others involve natural language generation."
Big Data,Hadoop,Distributions,,,230,Cloudera,"Open Source, Commercial",http://www.cloudera.com/,Java,"Cloudera's open-source Apache Hadoop distribution, CDH (Cloudera Distribution Including Apache Hadoop), targets enterprise-class deployments of that technology. Cloudera says that more than 50% of its engineering output is donated upstream to the various Apache-licensed open source projects (Apache Hive, Apache Avro, Apache HBase, and so on) that combine to form the Hadoop platform. Cloudera is also a sponsor of the Apache Software Foundation.[2]"
Big Data,Hadoop,Distributions,,,230,HortonWorks,"Open Source, Commercial",http://www.hortonworks.com/,Java,"Hortonworks' product named Hortonworks Data Platform (HDP) includes Apache Hadoop and is used for storing, processing, and analyzing large volumes of data. The platform is designed to deal with data from many sources and formats. The platform includes various Apache Hadoop projects including the Hadoop Distributed File System, MapReduce, Pig, Hive, HBase and Zookeeper and additional components"
Big Data,Hadoop,Distributions,,,230,MapR,Commercial,https://www.mapr.com,Java,"MapR is a San Jose, California-based enterprise software company that develops and sells Apache Hadoop-derived software. The company contributes to Apache Hadoop projects like HBase, Pig (programming language), Apache Hive, and Apache ZooKeeper.[1] MapR's Apache Hadoop distribution claims to provide full data protection, no single points of failure, improved performance, and dramatic ease of use advantages"
Big Data,Hadoop,Distributions,,,230,Pivotal,Commercial,http://www.pivotal.io/,Java,"Pivotal Software, Inc. (Pivotal) is a software company based in Palo Alto, California that provides software and services for the development of custom applications for data and analytics based on cloud computing technology. Pivotal Software is a spin-out and joint venture of EMC Corporation and its subsidiary VMware that combined software products, employees, and lines of businesses from the two parent companies including Greenplum, Cloud Foundry, Spring, Pivotal Labs, GemFire and other products from the VMware vFabric Suite"
Big Data,Hadoop,Business Intelligence,,,240,Tableau,Commercial,http://www.tableau.com/,Windows,"Tableau Software is an American computer software company headquartered in Seattle, Washington. It produces a family of interactive data visualization products focused on business intelligence"
Big Data,Hadoop,Administration,,,250,Ambari,Open Source,http://ambari.apache.org/,Java,"The Apache Ambari project is aimed at making Hadoop management simpler by developing software for provisioning, managing, and monitoring Apache Hadoop clusters. Ambari provides an intuitive, easy-to-use Hadoop management web UI backed by its RESTful APIs."
Big Data,Hadoop,Administration,,,250,Apache zoo keeper,Open Source,https://zookeeper.apache.org/,,"ZooKeeper is a centralized service for maintaining configuration information, naming, providing distributed synchronization, and providing group services. All of these kinds of services are used in some form or another by distributed applications."
Big Data,Hadoop,Cloud Services,,,255,Qubole,Commercial,http://www.qubole.com/,,"Qubole is a cloud-based[1] Big Data as a service[2] developer. The company's flagship product, Qubole Data Service, manages Hadoop infrastructure and allows users to prepare, integrate, and analyze big data in the cloud"
Big Data,Hadoop,Cloud Services,,,255,HD Insight,Commercial,http://azure.microsoft.com/en-in/services/hdinsight/,Windows,"HDInsight is a Hadoop distribution powered by the cloud. This means HDInsight was architected to handle any amount of data, scaling from terabytes to petabytes on demand. You can spin up any number of nodes at anytime. We charge only for the compute and storage you actually use"
Business Intelligence,Reporting,IDE,,,300|980,JasperStudio,Open Source,https://community.jaspersoft.com/project/jaspersoft-studio,Java,"Jaspersoft Studio is the free, open source, eclipse-based report designer for JasperReports and JasperReports Server."
Business Intelligence,Reporting,IDE,,,300|980,iReport,Open Source,https://community.jaspersoft.com/project/ireport-designer,Java,"Ireport is an open source standalone graphical program that provides report designer capabilities, and is able to run reports using all data source supported by the JasperReports engine.[2] iReport is actively maintained by JasperSoft"
Business Intelligence,Reporting,IDE,,,300|980,JasperWave,Open Source,http://jasperwave.com/,Java,"JasperWave Report Designer is a visual editor for JasperReports, the world?s most popular open source reporting engine. Its goal is to enable productive report development without the developer having to be an expert in XML, data concepts and other technical stuff."
Business Intelligence,Reporting,Libraries,,,310,JasperReport,Open Source,http://www.jaspersoft.com/,Java,"JasperReports is an open source Java reporting tool that can write to a variety of targets, such as: screen, a printer, into PDF, HTML, Microsoft Excel, RTF, ODT, Comma-separated values or XML files."
Business Intelligence,Reporting,Libraries,,,310,JFreeChart,Open Source,http://www.jfree.org/jfreechart/,Java,JFreeChart is a free 100% Java chart library that makes it easy for developers to display professional quality charts in their applications
Business Intelligence,Reporting,Libraries,,,310,BIRT,Open Source,http://eclipse.org/birt/,Java,An open source technology platform used to create data visualizations and reports that can be embedded into rich client and web applications.
Business Intelligence,Packaged Solution,,,,320,Tableau,Commercial,http://www.tableau.com/,Windows,"Tableau Software is an American computer software company headquartered in Seattle, Washington. It produces a family of interactive data visualization products focused on business intelligence"
Business Intelligence,Packaged Solution,,,,320,Pentaho,Commercial,http://www.pentaho.com/,,"Pentaho is a company that offers Pentaho Business Analytics, a suite of open source Business Intelligence products which provide data integration, OLAP services, reporting, dashboarding, data mining and ETL capabilities"
Business Intelligence,Packaged Solution,,,,320,SAS,Commercial,http://www.sas.com/en_us/home.html,,"SAS (Statistical Analysis System;[1] not to be confused with SAP) is a software suite developed by SAS Institute for advanced analytics, business intelligence, data management, and predictive analytics."
Business Intelligence,Packaged Solution,,,,320,Business Objects,Commercial,http://www.sap.com/,,"SAP BusinessObjects (a.k.a. BO, BOBJ) is an enterprise software company, specializing in business intelligence (BI). BusinessObjects was acquired in 2007 by German company SAP AG. The company claimed more than 46,000 customers worldwide in its final earnings release prior to being acquired by SAP.[1] Its flagship product is BusinessObjects XI, with components that provide performance management, planning, reporting, query and analysis and enterprise information management. Business Objects also offers consulting and education services to help customers deploy its business intelligence projects. Other toolsets enable universes (the Business Objects name for a semantic layer between the physical data store and the front-end reporting tool) and ready-written reports to be stored centrally and made selectively available to communities of users."
Business Intelligence,Packaged Solution,,,,320,Cognos,Commercial,http://www-01.ibm.com/software/in/analytics/cognos/,,"From business intelligence to financial performance and strategy management to analytics applications, IBM Cognos software can provide what your organization needs to become top-performing and analytics-driven. With products for the individual, workgroup, department, midsize business and large enterprise, Cognos software is designed to help everyone in your organization make the decisions that achieve better business outcomes—for now and in the future. Choose the business intelligence or performance management product you want and be confident that it can grow seamlessly as your needs expand."
Business Intelligence,Packaged Solution,,,,320,TeraData,Commercial,http://in.teradata.com/,,"Teradata Corporation is an American computer company that sells analytic data platforms, applications and related services. Its products are meant to consolidate data from different sources and make the data available for analysis. Formerly a division of NCR Corporation, Teradata was incorporated in 1979 and separated from NCR in October 2007.[4] Michael Koehler became president and CEO of Teradata after its 2007 spin off from NCR.[5] Teradata's Applications business is led by Darryl McDonald,[6] and the corporate headquarters are in Miamisburg, Ohio."
Business Intelligence,Packaged Solution,,,,320,WebFocus,Commercial,http://www.informationbuilders.com/products/webfocus,,"WebFOCUS delivers rich, consumable, interactive information to the widest range of employees, managers, analysts, partners, and customers."
Business Intelligence,Packaged Solution,,,,320,Oracle BI,Commercial,http://www.oracle.com/us/solutions/business-analytics/business-intelligence/overview/index.html,,"Oracle Business Intelligence Foundation Suite, a comprehensive, modern and market-leading BI platform provides the industry's best in class platform for ad hoc query and analysis, dashboards, enterprise reporting, mobile analytics, scorecards, multidimensional OLAP, and predictive analytics, on an architecturally integrated business intelligence foundation. This enabling technology for custom and packaged business intelligence applications helps organizations drive innovation, and optimize processes while, delivering extreme performance"
Business Intelligence,Packaged Solution,,,,320,Cognos,Commercial,http://www.ibm.com/software/data/cognos/,,"Cognos (Cognos Incorporated) was an Ottawa, Ontario-based company making business intelligence (BI) and performance management (PM) software. Founded in 1969, at its peak Cognos employed almost 3,500 people and served more than 23,000 customers in over 135 countries until being acquired by IBM on January 31, 2008.[1] While no longer an independent company, the Cognos name continues to be applied to IBM's line of business intelligence and performance management products."
Business Intelligence,Packaged Solution,,,,320,Spago BI,Open Source,http://www.spagobi.org/,,"SpagoBI is an Open Source Business Intelligence suite, belonging to the free/open source SpagoWorld initiative, founded and supported by Engineering Group.[1] It offers a large range of analytical functions, a highly functional semantic layer often absent in other open source platforms and projects, and a respectable set of advanced data visualization features including geospatial analytics."
Extract Transform Load (ETL),Tools,,,,400,Talend,"Open Source, Commercial",http://www.talend.com/,,"Talend is an open source software vendor that provides data integration, data management, enterprise application integration and big data software and services. Headquartered in Redwood City, California,"
Extract Transform Load (ETL),Tools,,,,400,Informatica,Commercial,https://www.informatica.com/,,"Informatica's product is a portfolio focused on Data Integration: ETL, Information Lifecycle Management, B2B Data Exchange, Cloud Data Integration, Complex Event Processing, Data Masking, Data Quality, Data Replication, Data Virtualization, Master Data Management, Ultra Messaging; currently at version 9.6 [2] These components form a toolset for establishing and maintaining enterprise-wide data warehouses"
Extract Transform Load (ETL),Tools,,,,400,DataStage,Commercial,http://www-03.ibm.com/software/products/en/ibminfodata,,"IBM InfoSphere DataStage is an ETL tool and part of the IBM Information Platforms Solutions suite and IBM InfoSphere. It uses a graphical notation to construct data integration solutions and is available in various versions such as the Server Edition, the Enterprise Edition, and the MVS Edition"
Extract Transform Load (ETL),Tools,,,,400,Apatar,Open Source,http://www.apatar.com/,,Apatar is an open source ETL (Extract-Transform-Load) and data integration software application
Extract Transform Load (ETL),Tools,,,,400,CloverETL,Commercial,http://www.cloveretl.com/,,"CloverETL is a rapid, end-to-end data integration solution. Businesses choose CloverETL for its
usability and intuitive controls, along with its lightweight footprint, flexibility, and processing speed."
Extract Transform Load (ETL),Tools,,,,400,Enhydra Octopus,Open Source,http://octopus.ow2.org/doc/,,"Enhydra Octopus loads data from a JDBC data source (database) into JDBC data target (database) and it perform many transformations defined in an XML file.

This application can process several different types of databases.

Possible JDBC source/target database types are: MSSQL, MySql, Access, Excel, Csv, PostgreSQL, Qed, InstantDB, XML, BorlandJDataStore, Oracle, HSQL, McKoi, DB2, Sybase and Paradox database.

Also, Enhydra Octopus application has several loading possibilities: creating databases, creating tables, inserting data into an empty database, inserting data in to a non empty database, updating constant columns, updating relation columns, updating columns with system time, updating columns with a user ID, executing every possible SQL statement, creating artificial keys using the Enhydra DODS objected logic"
Extract Transform Load (ETL),Tools,,,,400,logstash,Open Source,https://www.elastic.co/products/logstash,,"Logstash is a data pipeline that helps you process logs and other event data from a variety of systems. With 165 plugins and counting, Logstash can connect to a variety of sources and stream data at scale to a central analytics system."
Extract Transform Load (ETL),Tools,,,,400,Fluentd,Open Source,http://www.fluentd.org/,,Fluentd allows you to unify data collection and consumption for a better use and understanding of data.
Networking,Libraries,,,,460,HttpComponents,Open Source,https://hc.apache.org/,,The Apache HttpComponents? project is responsible for creating and maintaining a toolset of low level Java components focused on HTTP and associated protocols.
Networking,Libraries,,,,460,Jgroups,Open Source,http://www.jgroups.org/,,JGroups is a toolkit for reliable multicast communication. It can be used to create groups of processes whose members can send messages to each other. JGroups enables developers to create reliable multipoint (multicast) applications where reliability is a deployment issue. JGroups also relieves the application developer from implementing this logic themselves. This saves significant development time and allows for the application to be deployed in different environments without having to change code
Networking,Monitoring,,,,461,Fiddler,Open Source,http://www.telerik.com/fiddler,,Fiddler captures HTTP and HTTPS traffic and logs it for the user to review (the latter by implementing man-in-the-middle interception using self-signed certificates).
Networking,Monitoring,,,,461,Grinder TCPProxy,Open Source,http://grinder.sourceforge.net/g3/tcpproxy.html,,TCP monitoring.
Networking,Monitoring,,,,461,Netactview,Open Source,http://netactview.sourceforge.net/,Unix,"Netactview is a graphical network connections viewer for Linux, similar in functionality with Netstat. It includes features like process information, host name retrieval, automatic refresh, sorting, filtering and csv file save. It has a fully featured GTK 2 graphical interface."
Networking,Monitoring,,,,461,Smart Sniff,Open Source,http://www.nirsoft.net/utils/smsniff.html,Unix,"SmartSniff is a network monitoring utility that allows you to capture TCP/IP packets that pass through your network adapter, and view the captured data as sequence of conversations between clients and servers. You can view the TCP/IP conversations in Ascii mode (for text-based protocols, like HTTP, SMTP, POP3 and FTP.) or as hex dump. (for non-text base protocols, like DNS) "
Networking,Monitoring,,,,461,CurrPorts,Open Source,http://www.nirsoft.net/utils/cports.html,,"CurrPorts is network monitoring software that displays the list of all currently opened TCP/IP and UDP ports on your local computer. For each port in the list, information about the process that opened the port is also displayed, including the process name, full path of the process, version information of the process (product name, file description, and so on), the time that the process was created, and the user that created it. 
In addition, CurrPorts allows you to close unwanted TCP connections, kill the process that opened the ports, and save the TCP/UDP ports information to HTML file , XML file, or to tab-delimited text file. 
CurrPorts also automatically mark with pink color suspicious TCP/UDP ports owned by unidentified applications (Applications without version information and icons)"
Networking,Monitoring,,,,461,Network Latency View,Open Source,http://www.nirsoft.net/utils/network_latency_view.html,Windows,"NetworkLatencyView is a simple tool for Windows that listens to the TCP connections on your system and calculates the network latency (in milliseconds) for every new TCP connection detected on your system. For every IP address, NetworkLatencyView displays up to 10 network latency values, and their average. The latency value calculated by NetworkLatencyView is very similar to the result you get from pinging to the same IP address. 
NetworkLatencyView also allows you to easily export the latency information to text/csv/tab-delimited/html/xml file, or copy the information to the clipboard and then paste it to Excel or other application"
Networking,Monitoring,,,,461,Network route view,Open Source,http://www.nirsoft.net/utils/network_route_view.html,Windows,"NetRouteView is a GUI alternative to the standard route utility (Route.exe) of Windows operating system. It displays the list of all routes on your current network, including the destination, mask, gateway, interface IP address, metric value, type, protocol, age (in seconds), interface name, and the MAC address. 
NetRouteView also allows you to easily add new routes, as well as to remove or modify existing static routes."
Networking,Monitoring,,,,461,Yammer Metrics,Open Source,http://www.javacodegeeks.com/2012/12/yammer-metrics-a-new-way-to-monitor-your-application.html,,"When you are running long term applications like web applications, it is good to know some statistics about them, like number of requests served, request durations, or the number active requests.
But also some more generic information like the state of your internal collections, how many times some portion of code is being executed, or health checks like database availability, or any kind of connection to an external system."
Networking,Load Balancing,,,,462,HAProxy,Open Source,http://www.haproxy.org/,,"The Reliable, High Performance TCP/HTTP Load Balancer"
