Category1,Category2,Category3,Category4,Category5,category_id,Item,Licensing,Website,Platform,Description
Build / Deploy,Technologies,,,,951,Maven,Open Source,https://maven.apache.org/,,"Apache Maven is a software project management and comprehension tool. Based on the concept of a project object model (POM), Maven can manage a project's build, reporting and documentation from a central piece of information."
Build / Deploy,Technologies,,,,951,Ant,Open Source,http://ant.apache.org/,,"Apache Ant is a Java library and command-line tool whose mission is to drive processes described in build files as targets and extension points dependent upon each other. The main known usage of Ant is the build of Java applications. Ant supplies a number of built-in tasks allowing to compile, assemble, test and run Java applications. Ant can also be used effectively to build non Java applications, for instance C or C++ applications. More generally, Ant can be used to pilot any type of process which can be described in terms of targets and tasks."
IDE,Java development,,,,970,Spring Tool Suite,Open Source,https://spring.io/tools,,"The tool suites provide ready-to-use combinations of language support, framework support, and runtime support, and combine them with the existing Java, Web and Java EE tooling from Eclipse. An integrated dashboard in the distribution makes it trivial to install further extensions that add support for technologies such as Pivotal Cloud Foundry, Gradle or Pivotal tcServer. "
IDE,Java development,,,,970,Eclipse,Open Source,https://eclipse.org/,,"In computer programming, Eclipse is an integrated development environment (IDE). It contains a base workspace and an extensible plug-in system for customizing the environment. Written mostly in Java, Eclipse can be used to develop applications."
IDE,Java development,,,,970,NetBeans,Open Source,https://netbeans.org/,,"Quickly and easily develop desktop, mobile and web applications
with Java, HTML5, PHP, C/C++ and more.
NetBeans IDE is FREE, open source, and has a worldwide community
of users and developers."
IDE,Java development,,,,970,IBM Rational Application Developer,Commercial,http://www-03.ibm.com/software/products/en/application,,"BM® Rational® Application Developer for WebSphere® Software accelerates the development, quality assurance, and deployment of Java, Java EE, Web 2.0, mobile, portal and service-oriented architecture (SOA) applications for distributed platforms and IBM Bluemix. Both expert and novice developers can increase productivity and efficiency by using its many integrated capabilities for easier development, testing, analysis and delivery of applications."
IDE,Java development,,,,970,Jboss Developer Studio,Open Source,http://www.jboss.org/products/devstudio/overview/,,"Boss® Developer Studio provides superior support for your entire development lifecycle. It includes a broad set of tooling capabilities and support for multiple programming models and frameworks, including Java™ Enterprise Edition 6, RichFaces, JavaServer Faces (JSF), Enterprise JavaBeans (EJB), Java Persistence API (JPA), and Hibernate®, JAX-RS with RESTEasy, Contexts Dependency Injection (CDI), HTML5, and many other popular technologies. It provides developer choice in supporting multiple JVMs, productivity with Maven, and in testing with Arquillian. It is fully tested and certified to ensure that all its plug-ins, runtime components, and their dependencies are compatible with each othe"
IDE,Java development,,,,970,Websphere Integration Developer,Commercial,http://www-306.ibm.com/software/integration/wid/,,"WebSphere Integration Developer (WID) is an integrated development environment for building applications based on service-oriented architecture (SOA). It is the authoring tool for WebSphere Process Server and WebSphere ESB V6.0.
WID is built on top of IBM Rational Application Developer V7.0 Eclipse based technology."
IDE,Java development,Eclipse,Plugins,Reporting,980,JasperAssistant,Open Source,http://www.jasperassistant.com/,,"JasperAssistant is a visual report designer for JasperReports, a popular open-source reporting engine. It is built on top of the Eclipse plug-in architecture and its main goal is to assist you in creating JasperReports report definition files through an intuitive and fully WYSIWYG graphical interface - See more at: http://marketplace.eclipse.org/content/jasperassistant#sthash.RXOlk7GJ.dpuf"
IDE,Java development,Eclipse,Plugins,Code Quality,981|2060,EclEmma,Open Source,http://www.eclemma.org/,,"EclEmma is a free Java code coverage tool forÿEclipse, available under theÿEclipse Public License. It brings code coverage analysis directly into the Eclipse workbench:"
IDE,Java development,Eclipse,Plugins,Code Quality,981|2060,PMD,Open Source,http://pmd.sourceforge.net/,,"PMD is a source code analyzer. It finds common programming flaws like unused variables, empty catch blocks, unnecessary object creation, and so forth. It supports Java, JavaScript, PLSQL, Apache Velocity, XML, XSL. 
Additionally it includes CPD, the copy-paste-detector. CPD finds duplicated code in Java, C, C++, C#, PHP, Ruby, Fortran, JavaScript, PLSQL, Apache Velocity, Ruby, Scala, Objective C, Matlab, Python, Go."
IDE,Java development,Eclipse,Plugins,Code Quality,981|2060,Check Style,Open Source,http://checkstyle.sourceforge.net/,,Checkstyle is a development tool to help programmers write Java code that adheres to a coding standard. It automates the process of checking Java code to spare humans of this boring (but important) task. This makes it ideal for projects that want to enforce a coding standard.
IDE,Java development,Eclipse,Plugins,Code Quality,981|2060,Cobertura,Open Source,http://cobertura.github.io/cobertura/,,Cobertura is a free Java tool that calculates the percentage of code accessed by tests. It can be used to identify which parts of your Java program are lacking test coverage. It is based on jcoverage.
IDE,Java development,Eclipse,Plugins,Code Quality,981|2060,FindBugs,Open Source,http://findbugs.sourceforge.net/,,"FindBugs, a program which uses static analysis to look for bugs in Java code.  It is free software, distributed under the terms of the Lesser GNU Public License. The name FindBugs™ and the FindBugs logo are trademarked by The University of Maryland. FindBugs has been downloaded more than a million times."
IDE,Java development,Eclipse,Plugins,Code Quality,981|2060,UCDetector,Open Source,http://www.ucdetector.org/,,"UCDetector (Unnecessary Code Detector - pronounced ""You See Detector"") is a eclipse PlugIn tool to find unnecessary (dead) public java code. For example public classes, methods or fields which have no references. UCDetector creates markers for the following problems, which appear in the eclipse problem view:
Unnecessary (dead) code
Code where the visibility could be changed to protected, default or private
Methods of fields, which can be final"
IDE,Java development,Eclipse,Plugins,Code Quality,981|2060,JAutoDoc,Open Source,http://jautodoc.sourceforge.net/,, JAutodoc is an Eclipse Plugin for automatically adding Javadoc and file headers to your source code. It optionally generates initial comments from element name by using Velocity templates for Javadoc and file headers.
IDE,Java development,Eclipse,Plugins,,981,Subclipse,Commercial,http://subclipse.tigris.org/servlets/ProjectProcess?pageID=p4wYuA,,"An Eclipse Team Provider plug-in providing support for Subversion within the Eclipse IDE. Developed and maintained by Subversion core committers, Subclipse is always in synch with the latest Subversion features and releases - See more at: http://marketplace.eclipse.org/content/subclipse#sthash.1isw5nFj.dpuf"
IDE,Text Editor,,,,988,Text Mate,Commercial,https://macromates.com/,Mac,"extMate brings Apple's approach to operating systems into the world of text editors. By bridging UNIX underpinnings and GUI, TextMate cherry-picks the best of both worlds to the benefit of expert scripters and novice users alike."
IDE,Text Editor,,,,988,CodeMirror,Open Source,https://codemirror.net/,,"CodeMirror is a versatile text editor implemented in JavaScript for the browser. It is specialized for editing code, and comes with a number of language modes and addons that implement more advanced editing functionality"
Application Testing,Code Testing,,,,1000,DBUnit,Open Source,http://dbunit.sourceforge.net/,,"DbUnit is a JUnit extension (also usable with Ant) targeted at database-driven projects that, among other things, puts your database into a known state between test runs. This is an excellent way to avoid the myriad of problems that can occur when one test case corrupts the database and causes subsequent tests to fail or exacerbate the damage."
Application Testing,Code Testing,,,,1000,Junit,Open Source,http://junit.org/,,JUnit is a simple framework to write repeatable tests. It is an instance of the xUnit architecture for unit testing frameworks.
Application Testing,Code Testing,,,,1000,DDSteps,Open Source,http://sourceforge.net/projects/ddsteps/,,"JUnit extension making test cases data driven. Uses external test data (in Excel, XML etc) which is injected into your test case using standard JavaBeans properties. Data enables and integrates toolkits such as jWebUnit and DbUnit. 100% JUnit compatible."
Application Testing,Code Testing,,,,1000,Jmock,Open Source,http://www.jmock.org/,,"JMock is a library that supports test-driven development of Java code with mock objects.

Mock objects help you design and test the interactions between the objects in your programs.

The jMock library:

makes it quick and easy to define mock objects, so you don't break the rhythm of programming.
lets you precisely specify the interactions between your objects, reducing the brittleness of your tests.
works well with the autocompletion and refactoring features of your IDE
plugs into your favourite test framework
is easy to extend."
Application Testing,Code Testing,,,,1000,PowerMock,Open Source,https://code.google.com/p/powermock/,,"PowerMock is a framework that extend other mock libraries such as EasyMock with more powerful capabilities. PowerMock uses a custom classloader and bytecode manipulation to enable mocking of static methods, constructors, final classes and methods, private methods, removal of static initializers and more"
Application Testing,Code Testing,,,,1000,EasyMock,Open Source,http://easymock.org/,,"EasyMock has been the first dynamic Mock Object generator, relieving users of hand-writing Mock Objects, or generating code for them.

EasyMock provides Mock Objects by generating them on the fly using Java proxy mechanism."
Application Testing,Code Testing,,,,1000,Mockito,Open Source,http://mockito.org/,,Mockito is a mocking framework that tastes really good. It lets you write beautiful tests with clean & simple API. Mockito doesn’t give you hangover because the tests are very readable and they produce clean verification errors.
Application Testing,Code Testing,,,,1000,Jersey Test Framework,Open Source,https://jersey.java.net/documentation/latest/test-framework.html,,"Jersey Test Framework originated as an internal tool used for verifying the correct implementation of server-side components. Testing RESTful applications became a more pressing issue with ""modern"" approaches like test-driven development and users started to look for a tool that could help with designing and running the tests as fast as possible but with many options related to test execution environment."
Application Testing,Code Testing,,,,1000,TestNG,Open Source,http://testng.org/doc/index.html,,"TestNG is a testing framework for the Java programming language inspired by JUnit and NUnit. The design goal of TestNG is to cover a wider range of test categories: unit, functional, end-to-end, integration, etc., with more powerful and easy-to-use functionalities."
Application Testing,Code Testing,,,,1000,Jtest,Commercial,http://www.parasoft.com/java_testing,,"Jtest is an automated Java software testing and static analysis product that is made by Parasoft. The product includes technology for Unit test-case generation and execution, static analysis, regression testing, runtime error detection, and Design by contract.[1] [2] [3][4] Jtest is used by companies such as Cisco Systems, TransCore, AIG United Guaranty and Wipro Technologies."
Application Testing,Code Testing,,,,1000,xUnit,Open Source,https://github.com/xunit/xunit,.Net,"xUnit.net is a free, open source, community-focused unit testing tool for the .NET Framework."
Application Testing,Web Testing,,,,1050,Selenium,Open Source,http://www.seleniumhq.org/,,"Selenium automates browsers. That's it! What you do with that power is entirely up to you. Primarily, it is for automating web applications for testing purposes, but is certainly not limited to just that. Boring web-based administration tasks can (and should!) also be automated as well."
Application Testing,Web Testing,,,,1050,Apium,Open Source,http://appium.io/,,"Appium is an open source test automation framework for use with native, hybrid and mobile web apps. 
It drives iOS and Android apps using the WebDriver protocol."
Application Testing,Web Testing,,,,1050,Verifaya,Commercial,http://verifaya.com/,,"Verifaya Studio is a 100% “script-free” Mobile automation testing platform, which enables testers and business users to rapidly automate native, hybrid & browser apps for Mobile and Desktop apps."
Application Testing,Web Testing,,,,1050,Sahi,Open Source,http://sahipro.com/,,"Sahi is an automation and testing tool for web applications coming in an open-source and a proprietary version.[1][2][3] The open-source version includes a basic tools set sufficient for most testing purposes (Record on all browsers, Playback on all browsers, HTML playback reports, JUnit Style playback reports, Suites and batch run, Parallel playback of tests), whereas the Pro version includes further features such as test distribution and report customization."
Application Testing,Web Testing,,,,1050,Performance Center,Open Source,http://www8.hp.com/in/en/software-solutions/performance-center-testing/,,"HP Performance Center software is an
enterprise-class performance testing software,
designed to facilitate standardization,
centralization, global collaboration, and the
formation of a performance testing Center of
Excellence"
Application Testing,Web Testing,,,,1050,HtmlUnit,Open Source,http://htmlunit.sourceforge.net/,,"HtmlUnit is a headless web browser written in Java. It allows high-level manipulation of websites from other Java code, including filling and submitting forms and clicking hyperlinks. The most common use of HtmlUnit is test automation of web pages, but sometimes it can be used for web scraping, or downloading website content"
Application Testing,Web Testing,,,,1050,Silk Test,Commercial,http://www.borland.com/Products/Software-Testing/Automated-Testing/Silk-Test,,"Silk Test's portability enables users to test applications more effectively with lower complexity and cost in comparison to other functional testing tools on the market. Silk Test's role based testing enables business stakeholders, QA engineers, and developers to contribute to the whole automation testing process, which drives collaboration and increases the effectiveness of software testing."
Application Testing,Web Testing,,,,1050,SoapUI,Open Source/Commerical,http://www.soapui.org/,,"SoapUI is the world leading Open Source Functional Testing Tool, mainly it is used for API Testing .
SoapUI supports multiple protocols such as SOAP, REST, HTTP, JMS, AMF and JDBC.
SoapUI enables you to create advanced Performance Tests very quickly and run Automated Functional Tests."
Application Testing,Web Testing,,,,1050,Watir,Open Source,http://watir.com/,,"Watir, pronounced water, is an open-source (BSD) family of Ruby libraries for automating web browsers. It allows you to write tests that are easy to read and maintain. It is simple and flexible.

Watir drives browsers the same way people do. It clicks links, fills in forms, presses buttons. Watir also checks results, such as whether expected text appears on the page.

Watir is a family of Ruby libraries but it supports your app no matter what technology it is developed in. Whilst Watir supports only Internet Explorer on Windows, Watir-WebDriver supports Chrome, Firefox, Internet Explorer, Opera and also running in headless mode (HTMLUnit)."
Application Testing,Web Testing,,,,1050,HttpUnit,Open Source,http://httpunit.sourceforge.net/,,"HttpUnit is an open source software testing framework used to perform testing of web sites without the need for a web browser. HttpUnit supports HTML form submission, JavaScript, HTTP basic access authentication, automatic page redirection, and cookies. Written in Java, HttpUnit allows Java test code to process returned pages as text, XML DOM, or containers of forms, tables and links. HttpUnit is well suited to be used in combination with JUnit, in order to easily write tests that verify the proper behaviour of a web site"
Application Testing,Web Testing,,,,1050,Canoo Web Test,Open Source,http://webtest.canoo.com/webtest/manual/WebTestHome.html,,Canoo WebTest is a free Open Source tool for automated testing of web applications in a very effective way
Application Testing,Web Testing,,,,1050,HP QTP,Commercial,http://www8.hp.com/us/en/software-solutions/software.html?compURI=1172957,,"HP Unified Functional Testing (UFT) software, formerly known as HP QuickTest Professional (QTP),[1] provides functional and regression test automation for software applications and environments.[2] HP Unified Functional Testing can be used for enterprise quality assurance"
Application Testing,Web Testing,,,,1050,JWebUnit,Open Source,http://jwebunit.sourceforge.net/,,"JWebUnit is a Java-based testing framework for web applications. It wraps existing testing frameworks such as HtmlUnit and Selenium with a unified, simple testing interface to allow you to quickly test the correctness of your web applications."
Application Testing,Web Testing,,,,1050,Robotium,Open Source,https://code.google.com/p/robotium/,Android,"Robotium is an Android test automation framework that has full support for native and hybrid applications. Robotium makes it easy to write powerful and robust automatic black-box UI tests for Android applications. With the support of Robotium, test case developers can write function, system and user acceptance test scenarios, spanning multiple Android activities."
Application Testing,Load Testing,,,,1051,Ngrinder,Open Source,http://naver.github.io/ngrinder/,,"nGrinder (pronounced as en-g-ra-in-der) is a stress tests platform that enables you to create test scripts, execute tests, monitor target servers and generate results simultaneously. The open-source nGrinder offers easy ways to conduct stress tests by eliminating inconveniences and providing integrated environments. It uses the renowned performance test tool, The Grinder, as its internal engine"
Application Testing,Load Testing,,,,1051,Load UI,Commercial,http://www.loadui.org/,,"LoadUI Pro lets you create, configure and redistribute your load tests interactively and in real-time. In a single test environment, LoadUI Pro provides complete test coverage and supports all the standard protocols and technologies"
Application Testing,Load Testing,,,,1051,Apache Bench(ab),Open Source,http://httpd.apache.org/docs/2.2/programs/ab.html,,ab is a tool for benchmarking your Apache Hypertext Transfer Protocol (HTTP) server. It is designed to give you an impression of how your current Apache installation performs. This especially shows you how many requests per second your Apache installation is capable of serving.
Application Testing,Load Testing,,,,1051,NeoLoad,Commercial,http://www.neotys.com/product/overview-neoload.html,,"NeoLoad is a load testing software solution designed for web and mobile applications to realistically simulate user activity and monitor infrastructure behavior.
NeoLoad's exclusive technology allows you to perform web testing more quickly, efficiently, and frequently, which means you can immediately identify the root cause of any bottlenecks or issues.
We make it easy for you to assess the performance and reliability of your apps so they meet business and user experience expectations"
Application Testing,Load Testing,,,,1051,Web Load,Commercial,http://radview.com/website-load-testing-tools/,,"WebLOAD is load testing tool, performance testing, stress test web applications. This web and mobile load testing and analysis tool is from RadView Software. Load testing tool WebLOAD combines performance, scalability, and integrity as a single process for the verification of web and mobile applications.[1][2][3] It can simulate hundreds of thousands of concurrent users making it possible to test large loads and report bottlenecks, constraints, and weak points within an application.["
Application Testing,Load Testing,,,,1051,QALoad,Commercial,http://www.borland.com/Products/Other-Borland-products/Qaload,,QALoad® ensures that application performance and scalability meets business expectations and identifies problems before applications go live. QALoad simulates thousands of application users while collecting key application scalability and performance metrics. It gives you the ability to understand end user performance and application bottlenecks while making informed decisions on how to address them.
Application Testing,Load Testing,,,,1051|631,Jmeter,Open Source,http://jmeter.apache.org/,,"The Apache JMeter™ application is open source software, a 100% pure Java application designed to load test functional behavior and measure performance. It was originally designed for testing Web Applications but has since expanded to other test functions."
Application Testing,Load Testing,,,,1051,OpenSTA,Open Source,http://opensta.org/,,"OpenSTA is a distributed software testing architecture designed around CORBA, it was originally developed to be commercial software by CYRANO. The current toolset has the capability of performing scripted HTTP and HTTPS heavy load tests with performance measurements from Win32 platforms. However, the architectural design means it could be capable of much more"
Application Testing,Load Testing,,,,1051,Databene Benerator,Open Source,http://databene.org/databene-benerator,,"benerator supports you in performing realistic load and performance tests. It is a framework

for generating realistic and valid high-volume test data for your system under test (avoiding the Datalite anti-pattern). benerator actually reduces the amount of time for creating a useful data setup of a medium sized enterprise application or XML Schema from 2-4 weeks to 1-2 days!"
Cloud Services,Management,,,,1100,Apache Whirr,Open Source,https://whirr.apache.org/,,"Apache Whirr is a set of libraries for running cloud services.

Whirr provides:

A cloud-neutral way to run services. You don't have to worry about the idiosyncrasies of each provider.
A common service API. The details of provisioning are particular to the service.
Smart defaults for services. You can get a properly configured system running quickly, while still being able to override settings as needed.
You can also use Whirr as a command line tool for deploying clusters."
Cloud Services,Management,,,,1100,Chef,Open Source,https://www.chef.io/,,"Chef is a configuration management tool written in Ruby and Erlang. It uses a pure-Ruby, domain-specific language (DSL) for writing system configuration ""recipes"". Chef is used to streamline the task of configuring and maintaining a company's servers, and can integrate with cloud-based platforms such as Rackspace, Internap, Amazon EC2, Google Cloud Platform, OpenStack, SoftLayer, and Microsoft Azure to automatically provision and configure new machines. Chef contains solutions for both small and large scale systems, with features and pricing for the respective ranges."
Cloud Services,Middleware Platform,,,,1110,WSO2 Stratos,Open Source,http://wso2.com/landing/stratos-donation-to-apache/,,"WSO2 Stratos is a cloud middleware platform built on WSO2 Carbon.[5] WSO2 StratosLive is the publicly hosted Java Platform as a Service(PaaS) of WSO2 Stratos, deployed over Amazon Infrastructure as a Service,[6] letting the users to register an account of free or paid account types, based on their requirements. WSO2 Stratos is a polyglot PaaS and enables the WSO2 Carbon middleware platform and other languages or runtime environments to run on the cloud"
Business Process Management,Applications,,,,1200,Activiti,Open Source,http://activiti.org/,,"Activiti is a light-weight workflow and Business Process Management (BPM) Platform targeted at business people, developers and system admins. Its core is a super-fast and rock-solid BPMN 2 process engine for Java. It's open-source and distributed under the Apache license. Activiti runs in any Java application, on a server, on a cluster or in the cloud. It integrates perfectly with Spring, it is extremely lightweight and based on simple concepts."
Business Process Management,Applications,,,,1200,jBPM,Open Source,http://www.jbpm.org/,,jBPM is a flexible Business Process Management (BPM) Suite. It makes the bridge between business analysts and developers. Traditional BPM engines have a focus that is limited to non-technical people only. jBPM has a dual focus: it offers process management features in a way that both business users and developers like it.
Business Process Management,Applications,,,,1200,Intalio,Commercial,http://www.intalio.com/,,"Intalio|bpms provides a comprehensive enterprise-class platform to design, deploy, and manage the most complex business processes; over 1000 organizations world-wide in all industries rely on our technology to manage their mission-critical business processes. Intalio|bpms features an intuitive and powerful visual designer and a reliable high-performance process execution server. Intalio|bpms also includes enterprise-level capabilities such as business activity and metrics monitoring, business rules and decision management, document management, mobility support, and system integration tools and portals-- all the features you need and expect in a BPM system, and more."
Business Process Management,Applications,,,,1200,Signavio,Commercial,http://www.signavio.com/,,"Signavio is a Berlin- and Silicon Valley-based software vendor in the Business Process Management (BPM) space. Its main product, the Signavio Process Editor is a web-based business processmodeling tool, which was launched in May 2009. The product enables the creation of process diagrams using the Business Process Model and Notation and it is available as Software as a Service (SaaS) and for On-Premise installations."
Business Process Management,Applications,Tools,,,1201,BPMN2 Modeller,Open Source,http://www.eclipse.org/bpmn2-modeler/,,The BPMN2 Modeler is a graphical modeling tool which allows creation and editing of BPMN ( Business Process Modeling Notation ) diagrams. The tool is built on Eclipse Graphiti and uses the BPMN 2.0 EMF meta model currently being developed within the Eclipse Model Development Tools (MDT) project. This meta model is compatible with the BPMN 2.0 specification proposed by the Object Management Group
Project Management,Agile project management,,,,1250,Scrum Works,Commercial,http://www.collab.net/community/scrumworks,,"ScrumWorks is a tool designed for support teams that are doing development with the Scrum methodology. This can be seen both with terminology (product backlog, sprint backlog, sprint burndown, etc.) and the way the tool is designed to use (prioritized backlogs, self-organizing team members). Although the tool's primary user group is Scrum teams, it can be also used by teams that are doing development with other methods or continuous service teams"
Project Management,Agile project management,,,,1250,Version One,Commercial,http://www.versionone.com/,,Agile application lifecycle management platform
Project Management,Agile project management,,,,1250,Pivotal Tracker,Commercial,http://www.pivotaltracker.com/,,Pivotal Tracker is Pivotal Labs' software as a service product for agile project management and collaboration
Project Management,Team Collaboration,,,,1251,Confluence,Commercial,https://www.atlassian.com/software/confluence,,"Team collaboration software. Give your team one place to share, find, and collaborate on information they need to get work done."
Project Management,Team Collaboration,,,,1251,Sharepoint,Commercial,https://products.office.com/en-us/sharepoint/collaboration,,"SharePoint is a web application framework and platform developed by Microsoft. First launched in 2001,[3] SharePoint integrates intranet, content management, and document management.[4] SharePoint is mostly used by midsize businesses and large departments"
Project Management,Team Collaboration,,,,1251,MediaWiki,Open Source,https://www.mediawiki.org/wiki/MediaWiki,,"MediaWiki is a free software open source wiki package written in PHP, originally for use on Wikipedia. It is now also used by several other projects of the non-profit Wikimedia Foundation and by many other wikis, including this website, the home of MediaWiki."
Project Management,Team Collaboration,,,,1251,Twiki,Open Source,http://twiki.org/,,"Twiki is a flexible, powerful, and easy to use enterprise wiki, enterprise collaboration platform, and web application platform. It is a Structured Wiki, typically used to run a project development space, a document management system, a knowledge base, or any other groupware tool, on an intranet, extranet or the Internet"
Project Management,Team Collaboration,,,,1251,OpenProject,Open Source,https://www.openproject.org/,,OpenProject is free and open source software for project management with a wide set of features and plugins and an active international community
Project Management,Application Lifecycle Management,Issue Tracking,,,1252,Jira,Commercial,https://www.atlassian.com/software/jira,,"JIRA is the tracker for teams planning and building great products. Thousands of teams choose JIRA to capture and organize issues, assign work, and follow team activity. At your desk or on the go with the new mobile interface, JIRA helps your team get the job done"
Project Management,Application Lifecycle Management,Issue Tracking,,,1252,Bugzilla,Open Source,https://www.bugzilla.org/,,Bugzilla is server software designed to help you manage software development.
Project Management,Application Lifecycle Management,Issue Tracking,,,1252,Eventum,Open Source,https://launchpad.net/eventum,,"Eventum is a user-friendly and flexible issue tracking system that can be used by a support department to track incoming technical support requests, or by a software development team to quickly organize tasks and bugs."
Project Management,Application Lifecycle Management,Issue Tracking,,,1252|2020,Rational Clear Quest,Commercial,http://www.ibm.com/software/awdtools/clearquest/,,"Rational ClearQuest is an enterprise level workflow automation tool from the Rational Software division of IBM. Commonly, ClearQuest is configured as a bug tracking system, but it can be configured to act as a CRM tool or to track a complex manufacturing process. It can also implement these functions together. IBM provides a number of predefined ""schemas"" for common tasks such as software Defect Tracking which can themselves be further customized if required."
Project Management,Application Lifecycle Management,,,,l253,Mylyn,Open Source,http://www.eclipse.org/mylyn/,,"Mylyn's task-focused interface   reduces information overload and makes multitasking easy. Mylyn makes tasks a first class part of the IDE, integrates rich and offline editing for ALM tools, and monitors your programming activity to create a ""task context"" that focuses your workspace and automatically links all relevant artifacts to the task-at-hand. This puts the information you need at your fingertips and improves productivity by reducing information overload, facilitating multitasking and easing the sharing of expertise"
Job Scheduler,Applications,,,,1300,Control-M,Commercial,http://www.bmcsoftware.in/it-solutions/control-m.html,,"Control-M is workload automation (traditionally called batch scheduling) software obtained by BMC Software via its 1999 acquisition of Israel's New Dimension Software. It was originally developed for IBM mainframe computers (OS/MVS operating system), but has since expanded and is also available for distributed computing platforms including Unix, Windows, Linux and OpenVMS environments."
Job Scheduler,API,,,,1301,Quartz,Open Source,http://quartz-scheduler.org/,,"Quartz is a richly featured, open source job scheduling library that can be integrated within virtually any Java application - from the smallest stand-alone application to the largest e-commerce system. Quartz can be used to create simple or complex schedules for executing tens, hundreds, or even tens-of-thousands of jobs; jobs whose tasks are defined as standard Java components that may execute virtually anything you may program them to do. The Quartz Scheduler includes many enterprise-class features, such as support for JTA transactions and clustering."
Job Scheduler,API,,,,1301,Spring Batch,Open Source,http://projects.spring.io/spring-batch/,,"Spring Batch provides reusable functions that are essential in processing large volumes of records, including logging/tracing, transaction management, job processing statistics, job restart, skip, and resource management. It also provides more advanced technical services and features that will enable extremely high-volume and high performance batch jobs through optimization and partitioning techniques. Simple as well as complex, high-volume batch jobs can leverage the framework in a highly scalable manner to process significant volumes of information"
Databases,Embedded,,,,1350,SQLite,Open Source,https://www.sqlite.org/,,"SQLite is an in-process library that implements a self-contained, serverless, zero-configuration, transactional SQL database engine. The code for SQLite is in the public domain and is thus free for use for any purpose, commercial or private. SQLite is the most widely deployed database in the world with more applications than we can count, including several high-profile projects."
Databases,No SQL,Key Value data store,,,1351,Project Voldemort,Open Source,http://project-voldemort.com/,,Voldemort is a distributed key-value storage system
Databases,No SQL,Key Value data store,,,1351,Dynamo DB,Commercial,http://aws.amazon.com/dynamodb/,,"Amazon DynamoDB is a fully managed proprietary NoSQL database service that is offered by Amazon.com as part of the Amazon Web Services portfolio.[1] DynamoDB exposes a similar data model and derives its name from Dynamo, but has a different underlying implementation. Dynamo had a multi-master design requiring the client to resolve version conflicts and DynamoDB use synchronous replication across multiple datacenters [2] for high durability and availability. DynamoDB was announced by Amazon CTO Werner Vogels on January 18, 2012"
Databases,No SQL,Key Value data store,,,1351,FoundationDB,Commercial,https://foundationdb.com/,,"FoundationDB is a multi-model NoSQL database with a shared nothing architecture.[1] The product is designed around a ""core"" database, with additional features supplied in ""layers.""[2] The core database exposes an ordered key-value store with transactions.[3] The transactions are able to read or write multiple keys stored on any machine in the cluster while fully supporting ACID properties.[4] Transactions are used to implement a variety of data models via layers."
Databases,No SQL,Key Value data store,,,1351|1350,c-treeACE,Commercial,http://www.faircom.com/ace/index_t.php,,"c-treeACE is a cross-platform database engine developed by FairCom Corporation.[1] Software developers typically embed the c-treeACE engine within the applications that they create and then deploy the application and engine together as an integrated solution.

At its core, c-treeACE uses a record-oriented, Indexed Sequential Access Method (ISAM) structure offering high speed indexing mechanisms over those files. Developers can use these direct access methods to design the data and index structures that closely parallel the needs of their application. This paradigm is sometimes referred to as an application-specific database[2] or an embedded database because of the tightly coupled nature of the application and database"
Databases,No SQL,Key Value data store,,,1351,AeroSpike,Open Source,http://www.aerospike.com/,,Aerospike is the company behind the Aerospike open source NoSQL distributed database which has a horizontally scalable high-speed lightweight data layer
Databases,No SQL,Key Value data store,,,1351,ArangoDB,Open Source,https://www.arangodb.com/,,"A distributed free and open-source database with a flexible data model for documents, graphs, and key-values. Build high performance applications using a convenient SQL-like query language or JavaScript extensions"
Databases,No SQL,Key Value data store,,,1351,Oracle NoSQL,Open Source,http://www.oracle.com/technetwork/products/nosqldb/overview/index.html,,"The Oracle NoSQL Database is a noSQL-type distributed key-value database by Oracle Corporation.[1][2][3][4] It has two editions:

Oracle NoSQL Database Community Edition
Oracle NoSQL Database Enterprise Edition"
Databases,No SQL,Document store,,,1352,,,,,
Databases,No SQL,Document store,,,1352,CouchDB,Open Source,http://couchdb.apache.org/,,"Apache CouchDB, commonly referred to as CouchDB, is an open source database that focuses on ease of use and on being ""a database that completely embraces the web"".[1] It is a document-oriented NoSQL database that uses JSON to store data, JavaScript as its query language using MapReduce, and HTTP for an API.[1] CouchDB was first released in 2005 and later became an Apache project in 2008"
Databases,No SQL,Document store,,,1352,Couchbase ,Open Source,http://www.couchbase.com/,,"Couchbase Server, originally known as Membase, is an open-source, distributed (shared-nothing architecture) NoSQL document-oriented database that is optimized for interactive applications. These applications must serve many concurrent users by creating, storing, retrieving, aggregating, manipulating and presenting data. In support of these kinds of application needs, Couchbase is designed to provide easy-to-scale key-value or document access with low latency and high sustained throughput. It is designed to be clustered from a single machine to very large-scale deployments spanning many machines."
Databases,No SQL,Document store,,,1352,QuixX,Open Source,https://www.qualcomm.com/qizx,,"XML is an extremely versatile way of representing scientific data, technical documents, medical information, books, manuscripts, catalogs, regulatory filings, intellectual property, and business and accounting records. The Qualcomm® Qizx™ software is a NoSQL, document-oriented, native XML database that stores, retrieves, and manipulates XML files, documents, and semi-structured data.  Qizx is enterprise-ready and is well-suited for high volume, high throughput, workflow environments and text intensive projects where documents need to be quickly loaded and indexed for searching."
Databases,No SQL,Column Store,,,1353,,,,,
